Rule_Number,Job_Name,Rule_Execution,Program_Type,Module_Name,Sub_Module,Input_File,Input_File_Layout,Input_File_Length,Output_File,Output_File_Layout,Business_Rule_Category,Linkage_Columns,Detailed_Business_Rule,SQL_Decision_Control_Statements,SQL_Function,Code_Reference,Bounded_Context,DB2_Table_Name,Review_Comments
BR-CBADMCDJ-266,CBADMCDJ,266,COBOL,COBIL00C,PROCESS-ENTER-KEY - WHEN N/n (clear screen),N/A,N/A,N/A,N/A,N/A,Cleanup,CONFIRMI OF COBIL0AI,"When user enters N or n, decline the payment — clear all fields and set the error flag to short-circuit downstream logic. The screen is redisplayed in a clean state ready for a new entry. The decline is a non-destructive cancel — no transaction is written.",WHEN 'N'\nWHEN 'n'\n    PERFORM CLEAR-CURRENT-SCREEN\n    MOVE 'Y'     TO WS-ERR-FLG,N/A,178-181,Bill Payment,N/A,None
BR-CBADMCDJ-267,CBADMCDJ,267,COBOL,COBIL00C,PROCESS-ENTER-KEY - WHEN SPACES/LOW-VALUES (lookup only),N/A,N/A,N/A,N/A,N/A,File-IO,CONFIRMI OF COBIL0AI,"When confirmation field is blank, just look up the account to display the current balance and prompt user to confirm. No transaction is generated yet.",WHEN SPACES\nWHEN LOW-VALUES\n    PERFORM READ-ACCTDAT-FILE,N/A,182-184,Bill Payment,N/A,None
BR-CBADMCDJ-268,CBADMCDJ,268,COBOL,COBIL00C,PROCESS-ENTER-KEY - WHEN OTHER (invalid confirm value),N/A,N/A,N/A,N/A,N/A,Error-Handling,N/A,"When confirm field is non-blank and not Y/N, error ""Invalid value. Valid values are (Y/N)..."" and re-send screen with cursor on confirm field.",WHEN OTHER\n    MOVE 'Y'     TO WS-ERR-FLG\n    MOVE 'Invalid value. Valid values are (Y/N)...'\n                 TO WS-MESSAGE\n    MOVE -1      TO CONFIRML OF COBIL0AI\n    PERFORM SEND-BILLPAY-SCREEN,N/A,185-190,Bill Payment,N/A,None
BR-CBADMCDJ-269,CBADMCDJ,269,COBOL,COBIL00C,PROCESS-ENTER-KEY - display current balance,N/A,N/A,N/A,N/A,N/A,Reporting,"ACCT-CURR-BAL,WS-CURR-BAL","After the account read, copy the current balance to the output display field for the user to see before confirming the payment. The balance is formatted from packed decimal to a display-friendly amount with two decimal places. This is the visual confirmation that the user is paying against the correct account.",MOVE ACCT-CURR-BAL TO WS-CURR-BAL\nMOVE WS-CURR-BAL   TO CURBALI    OF COBIL0AI,N/A,193-194,Bill Payment,N/A,Packed-decimal (COMP-3) arithmetic - map to BigDecimal in Java or Decimal in Spark
BR-CBADMCDJ-270,CBADMCDJ,270,COBOL,COBIL00C,PROCESS-ENTER-KEY - IF balance <= zero,N/A,N/A,N/A,N/A,N/A,Data-Validation,ACCT-CURR-BAL,"Business rule: cannot pay a non-positive balance. If account balance is zero or negative AND account ID was supplied, display ""You have nothing to pay..."" and re-send screen.",IF NOT ERR-FLG-ON\n    IF ACCT-CURR-BAL <= ZEROS AND\n       ACTIDINI OF COBIL0AI NOT = SPACES AND LOW-VALUES\n        MOVE 'Y'     TO WS-ERR-FLG\n        MOVE 'You have nothing to pay...' TO\n                        WS-MESSAGE\n        MOVE -1       TO ACTIDINL OF COBIL0AI\n        PERFORM SEND-BILLPAY-SCREEN\n    END-IF\nEND-IF,N/A,197-206,Bill Payment,N/A,None
BR-CBADMCDJ-271,CBADMCDJ,271,COBOL,COBIL00C,PROCESS-ENTER-KEY - Generate Tran ID via STARTBR/READPREV,TRANSACT,TRAN-ID(PIC X(16))|TRAN-TYPE-CD(PIC X(2))|TRAN-CAT-CD(PIC 9(4))|TRAN-SOURCE(PIC X(10))|TRAN-DESC(PIC X(100))|TRAN-AMT(PIC S9(9)V99)|TRAN-MERCHANT-ID(PIC 9(9))|TRAN-MERCHANT-NAME(PIC X(50))|TRAN-MERCHANT-CITY(PIC X(50))|TRAN-MERCHANT-ZIP(PIC X(10))|TRAN-CARD-NUM(PIC X(16))|TRAN-ORIG-TS(PIC X(26))|TRAN-PROC-TS(PIC X(26))|FILLER(PIC X(20)),350,N/A,N/A,Calculation,"TRAN-ID,WS-TRAN-ID-NUM","Generate the next transaction ID by browsing TRANSACT in reverse from HIGH-VALUES to find the maximum existing ID, then add 1. This is application-managed key generation - a well-known anti-pattern with race-condition risk under concurrent load (two transactions could generate the same ID). Modernization target should use a database SEQUENCE or UUID generation.",PERFORM READ-CXACAIX-FILE\nMOVE HIGH-VALUES TO TRAN-ID\nPERFORM STARTBR-TRANSACT-FILE\nPERFORM READPREV-TRANSACT-FILE\nPERFORM ENDBR-TRANSACT-FILE\nMOVE TRAN-ID     TO WS-TRAN-ID-NUM\nADD 1 TO WS-TRAN-ID-NUM,N/A,211-217,Bill Payment,N/A,Application-managed key generation via STARTBR/READPREV (find max+1) - race condition risk in concurrent transactions; replace with database SEQUENCE or UUID generation
BR-CBADMCDJ-272,CBADMCDJ,272,COBOL,COBIL00C,PROCESS-ENTER-KEY - Initialize TRAN-RECORD with hardcodes,N/A,N/A,N/A,TRANSACT,TRAN-ID(PIC X(16))|TRAN-TYPE-CD(PIC X(2))|TRAN-CAT-CD(PIC 9(4))|TRAN-SOURCE(PIC X(10))|TRAN-DESC(PIC X(100))|TRAN-AMT(PIC S9(9)V99)|TRAN-MERCHANT-ID(PIC 9(9))|TRAN-MERCHANT-NAME(PIC X(50))|TRAN-MERCHANT-CITY(PIC X(50))|TRAN-MERCHANT-ZIP(PIC X(10))|TRAN-CARD-NUM(PIC X(16))|TRAN-ORIG-TS(PIC X(26))|TRAN-PROC-TS(PIC X(26))|FILLER(PIC X(20)),Initialization,"TRAN-TYPE-CD,TRAN-CAT-CD,TRAN-SOURCE,TRAN-DESC,TRAN-MERCHANT-ID,TRAN-MERCHANT-NAME","Initialize the new TRAN-RECORD with: generated Tran ID, type 02 (debit), category 2, source 'POS TERM', description 'BILL PAYMENT - ONLINE', amount equal to current account balance, card number from the cross-reference, hardcoded merchant ID 999999999 with name 'BILL PAYMENT' and city/zip 'N/A'. These hardcoded values represent the system as the merchant of record for bill payments.",INITIALIZE TRAN-RECORD\nMOVE WS-TRAN-ID-NUM       TO TRAN-ID\nMOVE '02'                 TO TRAN-TYPE-CD\nMOVE 2                    TO TRAN-CAT-CD\nMOVE 'POS TERM'           TO TRAN-SOURCE\nMOVE 'BILL PAYMENT - ONLINE' TO TRAN-DESC\nMOVE ACCT-CURR-BAL        TO TRAN-AMT\nMOVE XREF-CARD-NUM        TO TRAN-CARD-NUM\nMOVE 999999999            TO TRAN-MERCHANT-ID\nMOVE 'BILL PAYMENT'       TO TRAN-MERCHANT-NAME\nMOVE 'N/A'                TO TRAN-MERCHANT-CITY\nMOVE 'N/A'                TO TRAN-MERCHANT-ZIP,N/A,218-229,Bill Payment,N/A,"Hardcoded business rule values (TRAN-TYPE-CD, CAT-CD, SOURCE, DESC, MERCHANT-ID, MERCHANT-NAME, MERCHANT-CITY/ZIP) - externalize to configuration table or properties file"
BR-CBADMCDJ-273,CBADMCDJ,273,COBOL,COBIL00C,PROCESS-ENTER-KEY - Set timestamps and write/update,N/A,N/A,N/A,"TRANSACT,ACCTDAT",TRAN-ID(PIC X(16))|TRAN-TYPE-CD(PIC X(2))|TRAN-CAT-CD(PIC 9(4))|TRAN-SOURCE(PIC X(10))|TRAN-DESC(PIC X(100))|TRAN-AMT(PIC S9(9)V99)|TRAN-MERCHANT-ID(PIC 9(9))|TRAN-MERCHANT-NAME(PIC X(50))|TRAN-MERCHANT-CITY(PIC X(50))|TRAN-MERCHANT-ZIP(PIC X(10))|TRAN-CARD-NUM(PIC X(16))|TRAN-ORIG-TS(PIC X(26))|TRAN-PROC-TS(PIC X(26))|FILLER(PIC X(20)) (TRANSACT) | ACCT-ID(PIC 9(11))|ACCT-ACTIVE-STATUS(PIC X(1))|ACCT-CURR-BAL(PIC S9(10)V99)|ACCT-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-CASH-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-OPEN-DATE(PIC X(10))|ACCT-EXPIRAION-DATE(PIC X(10))|ACCT-REISSUE-DATE(PIC X(10))|ACCT-CURR-CYC-CREDIT(PIC S9(10)V99)|ACCT-CURR-CYC-DEBIT(PIC S9(10)V99)|ACCT-ADDR-ZIP(PIC X(10))|ACCT-GROUP-ID(PIC X(10))|FILLER(PIC X(178)) (ACCTDAT),File-IO,"TRAN-ORIG-TS,TRAN-PROC-TS,ACCT-CURR-BAL,TRAN-AMT","Capture the current timestamp from CICS, set both origination and processing timestamps to the same value, write the new transaction record, decrement the account balance by the transaction amount, and update the account record. This is the multi-file dual-write sequence with NO explicit SYNCPOINT - relies on CICS task-end implicit commit. If the WRITE succeeds but the REWRITE fails, the transaction exists but the balance is not decremented (data inconsis-tency risk).",PERFORM GET-CURRENT-TIMESTAMP\nMOVE WS-TIMESTAMP         TO TRAN-ORIG-TS\n                             TRAN-PROC-TS\nPERFORM WRITE-TRANSACT-FILE\nCOMPUTE ACCT-CURR-BAL = ACCT-CURR-BAL - TRAN-AMT\nPERFORM UPDATE-ACCTDAT-FILE,N/A,230-235,Bill Payment,N/A,Multi-file dual-write without explicit SYNCPOINT - high risk of partial commit on REWRITE failure leaving TRANSACT row without matching ACCTDAT update; introduce explicit SYNCPOINT or use distributed transaction (Saga pattern); Packed-decimal (COMP-3) arithmetic - map to BigDecimal in Java or Decimal in Spark
BR-CBADMCDJ-274,CBADMCDJ,274,COBOL,COBIL00C,PROCESS-ENTER-KEY - ELSE prompt for confirmation,N/A,N/A,N/A,N/A,N/A,Reporting,CONF-PAY-NO,"When confirmation is not yet given (CONF-PAY-NO), display ""Confirm to make a bill payment..."" and force cursor on the confirmation field. The screen then awaits user Y/N.",ELSE\n    MOVE 'Confirm to make a bill payment...' TO\n                    WS-MESSAGE\n    MOVE -1       TO CONFIRML OF COBIL0AI\nEND-IF\nPERFORM SEND-BILLPAY-SCREEN,N/A,236-242,Bill Payment,N/A,None
BR-CBADMCDJ-275,CBADMCDJ,275,COBOL,COBIL00C,GET-CURRENT-TIMESTAMP,N/A,N/A,N/A,N/A,N/A,Date-Time,"WS-ABS-TIME,WS-TIMESTAMP","Captures the current system time, then formats it into a calendar date (YYYY-MM-DD) and clock time (HH:MM:SS). Concatenates into a 26-byte timestamp ""YYYY-MM-DD HH:MM:SS"" with milliseconds defaulted to zeros — microsecond precision is lost, so all transaction timestamps from this program end in .000000. The timestamp drives the TRAN-PROC-TS field on every payment transaction record written by this program.",EXEC CICS ASKTIME\n  ABSTIME(WS-ABS-TIME)\nEND-EXEC\nEXEC CICS FORMATTIME\n  ABSTIME(WS-ABS-TIME)\n  YYYYMMDD(WS-CUR-DATE-X10)\n  DATESEP('-')\n  TIME(WS-CUR-TIME-X08)\n  TIMESEP(':')\nEND-EXEC\nINITIALIZE WS-TIMESTAMP\nMOVE WS-CUR-DATE-X10 TO WS-TIMESTAMP(01:10)\nMOVE WS-CUR-TIME-X08 TO WS-TIMESTAMP(12:08)\nMOVE ZEROS           TO WS-TIMESTAMP-TM-MS6,N/A,249-267,Bill Payment,N/A,Timestamp microseconds always zero - in cloud target use Instant.now() with full precision
BR-CBADMCDJ-276,CBADMCDJ,276,COBOL,COBIL00C,RETURN-TO-PREV-SCREEN,N/A,N/A,N/A,COMMAREA,CDEMO-FROM-TRANID(PIC X(4))|CDEMO-FROM-PROGRAM(PIC X(8))|CDEMO-TO-TRANID(PIC X(4))|CDEMO-TO-PROGRAM(PIC X(8))|CDEMO-USER-ID(PIC X(8))|CDEMO-USER-TYPE(PIC X(1))|CDEMO-PGM-CONTEXT(PIC 9(1))|CDEMO-CUST-ID(PIC 9(9))|CDEMO-CUST-FNAME(PIC X(25))|CDEMO-CUST-MNAME(PIC X(25))|CDEMO-CUST-LNAME(PIC X(25))|CDEMO-ACCT-ID(PIC 9(11))|CDEMO-ACCT-STATUS(PIC X(1))|CDEMO-CARD-NUM(PIC 9(16))|CDEMO-LAST-MAP(PIC X(7))|CDEMO-LAST-MAPSET(PIC X(7)),Finalization,CDEMO-TO-PROGRAM,"Return to a calling program (default COSGN00C if the calling-program field is blank) via control-transfer with the communication area preserving context. This is the user-initiated exit path triggered by PF3. The calling program receives back the same communication area it had passed in, so the user's session state is preserved across the round-trip.",IF CDEMO-TO-PROGRAM = LOW-VALUES OR SPACES\n    MOVE 'COSGN00C' TO CDEMO-TO-PROGRAM\nEND-IF\nMOVE WS-TRANID    TO CDEMO-FROM-TRANID\nMOVE WS-PGMNAME   TO CDEMO-FROM-PROGRAM\nMOVE ZEROS        TO CDEMO-PGM-CONTEXT\nEXEC CICS\n    XCTL PROGRAM(CDEMO-TO-PROGRAM)\n    COMMAREA(CARDDEMO-COMMAREA)\nEND-EXEC,N/A,273-284,Bill Payment,N/A,Multi-program CALL chain via XCTL - identify as microservice or Step Function boundary
BR-CBADMCDJ-277,CBADMCDJ,277,COBOL,COBIL00C,SEND-BILLPAY-SCREEN,N/A,N/A,N/A,COBIL00,N/A (BMS symbolic map),File-IO,N/A,"Populate the title bar header (POPULATE-HEADER-INFO), copy any pending message into the error-message line, and send the COBIL0A map with ERASE+CURSOR for fresh display. The ERASE clears the previous screen image and the CURSOR option positions the cursor on the next user-action target. This is the canonical bill-payment screen render.",PERFORM POPULATE-HEADER-INFO\nMOVE WS-MESSAGE TO ERRMSGO OF COBIL0AO\nEXEC CICS SEND\n          MAP('COBIL0A')\n          MAPSET('COBIL00')\n          FROM(COBIL0AO)\n          ERASE\n          CURSOR\nEND-EXEC,N/A,289-301,Bill Payment,N/A,None
BR-CBADMCDJ-278,CBADMCDJ,278,COBOL,COBIL00C,RECEIVE-BILLPAY-SCREEN,COBIL00,N/A (BMS symbolic map),N/A,N/A,N/A,File-IO,N/A,"Receive the COBIL0A map into the COBIL0AI input area; response and reason codes are captured for downstream error handling. If the user pressed CLEAR or no map data was sent, the receive returns a MAPFAIL response and the program redisplays the screen unchanged. This is the standard CICS BMS receive idiom.",EXEC CICS RECEIVE\n          MAP('COBIL0A')\n          MAPSET('COBIL00')\n          INTO(COBIL0AI)\n          RESP(WS-RESP-CD)\n          RESP2(WS-REAS-CD)\nEND-EXEC,N/A,306-314,Bill Payment,N/A,None
BR-CBADMCDJ-279,CBADMCDJ,279,COBOL,COBIL00C,POPULATE-HEADER-INFO,N/A,N/A,N/A,N/A,N/A,Date-Time,N/A,Populate the screen title bar with system constants and the current date/time using the COBOL CURRENT-DATE intrinsic function. The header is refreshed on every send so the user sees a current timestamp. The constants are sourced from the shared COTTL01Y copybook so the title bar is consistent across programs.,MOVE FUNCTION CURRENT-DATE  TO WS-CURDATE-DATA\nMOVE CCDA-TITLE01           TO TITLE01O OF COBIL0AO\nMOVE CCDA-TITLE02           TO TITLE02O OF COBIL0AO\nMOVE WS-TRANID              TO TRNNAMEO OF COBIL0AO\nMOVE WS-PGMNAME             TO PGMNAMEO OF COBIL0AO\nMOVE WS-CURDATE-MM-DD-YY    TO CURDATEO OF COBIL0AO\nMOVE WS-CURTIME-HH-MM-SS    TO CURTIMEO OF COBIL0AO,CURRENT-DATE,319-338,Bill Payment,N/A,None
BR-CBADMCDJ-280,CBADMCDJ,280,COBOL,COBIL00C,READ-ACCTDAT-FILE - EXEC + WHEN NORMAL,ACCTDAT,ACCT-ID(PIC 9(11))|ACCT-ACTIVE-STATUS(PIC X(1))|ACCT-CURR-BAL(PIC S9(10)V99)|ACCT-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-CASH-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-OPEN-DATE(PIC X(10))|ACCT-EXPIRAION-DATE(PIC X(10))|ACCT-REISSUE-DATE(PIC X(10))|ACCT-CURR-CYC-CREDIT(PIC S9(10)V99)|ACCT-CURR-CYC-DEBIT(PIC S9(10)V99)|ACCT-ADDR-ZIP(PIC X(10))|ACCT-GROUP-ID(PIC X(10))|FILLER(PIC X(178)),300,N/A,N/A,File-IO,"ACCT-ID,ACCOUNT-RECORD",Read the Account Master with UPDATE option to acquire a row-level lock for the upcoming REWRITE. WHEN NORMAL continues to next step (downstream balance display + payment processing).,EXEC CICS READ\n     DATASET   (WS-ACCTDAT-FILE)\n     INTO      (ACCOUNT-RECORD)\n     LENGTH    (LENGTH OF ACCOUNT-RECORD)\n     RIDFLD    (ACCT-ID)\n     KEYLENGTH (LENGTH OF ACCT-ID)\n     UPDATE\n     RESP      (WS-RESP-CD)\n     RESP2     (WS-REAS-CD)\nEND-EXEC\nEVALUATE WS-RESP-CD\n    WHEN DFHRESP(NORMAL)\n        CONTINUE,N/A,343-358,Bill Payment,N/A,VSAM record lock held for the duration of the CICS task - convert to JPA @Transactional with row-level lock; Packed-decimal (COMP-3) arithmetic - map to BigDecimal in Java or Decimal in Spark
BR-CBADMCDJ-281,CBADMCDJ,281,COBOL,COBIL00C,READ-ACCTDAT-FILE - WHEN NOTFND,ACCTDAT,ACCT-ID(PIC 9(11))|ACCT-ACTIVE-STATUS(PIC X(1))|ACCT-CURR-BAL(PIC S9(10)V99)|ACCT-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-CASH-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-OPEN-DATE(PIC X(10))|ACCT-EXPIRAION-DATE(PIC X(10))|ACCT-REISSUE-DATE(PIC X(10))|ACCT-CURR-CYC-CREDIT(PIC S9(10)V99)|ACCT-CURR-CYC-DEBIT(PIC S9(10)V99)|ACCT-ADDR-ZIP(PIC X(10))|ACCT-GROUP-ID(PIC X(10))|FILLER(PIC X(178)),300,N/A,N/A,Error-Handling,ACCT-ID,"When the account ID is not found in the Account Master, set the error flag, populate the message ""Account ID NOT found..."", focus the cursor on the Account ID field, and re-send the screen. This is a soft error — the user can correct the Account ID and retry. No abend is raised; no transaction is written.",WHEN DFHRESP(NOTFND)\n    MOVE 'Y'     TO WS-ERR-FLG\n    MOVE 'Account ID NOT found...' TO\n                    WS-MESSAGE\n    MOVE -1       TO ACTIDINL OF COBIL0AI\n    PERFORM SEND-BILLPAY-SCREEN,N/A,359-364,Bill Payment,N/A,None
BR-CBADMCDJ-282,CBADMCDJ,282,COBOL,COBIL00C,READ-ACCTDAT-FILE - WHEN OTHER,ACCTDAT,ACCT-ID(PIC 9(11))|ACCT-ACTIVE-STATUS(PIC X(1))|ACCT-CURR-BAL(PIC S9(10)V99)|ACCT-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-CASH-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-OPEN-DATE(PIC X(10))|ACCT-EXPIRAION-DATE(PIC X(10))|ACCT-REISSUE-DATE(PIC X(10))|ACCT-CURR-CYC-CREDIT(PIC S9(10)V99)|ACCT-CURR-CYC-DEBIT(PIC S9(10)V99)|ACCT-ADDR-ZIP(PIC X(10))|ACCT-GROUP-ID(PIC X(10))|FILLER(PIC X(178)),300,N/A,N/A,Error-Handling,N/A,"On other response codes (e.g., I/O error, file unavailable), write the response/reason codes to the system output stream for operations diagnostics, raise the error ""Unable to lookup Account..."", and re-send the screen. This branch handles unexpected file conditions distinct from NOTFND. The DISPLAY to SYSOUT pattern is a modernization risk (see Review_Comments).",WHEN OTHER\n    DISPLAY 'RESP:' WS-RESP-CD 'REAS:' WS-REAS-CD\n    MOVE 'Y'     TO WS-ERR-FLG\n    MOVE 'Unable to lookup Account...' TO\n                    WS-MESSAGE\n    MOVE -1       TO ACTIDINL OF COBIL0AI\n    PERFORM SEND-BILLPAY-SCREEN,N/A,365-371,Bill Payment,N/A,DISPLAY to SYSOUT - replace with structured logging
BR-CBADMCDJ-283,CBADMCDJ,283,COBOL,COBIL00C,UPDATE-ACCTDAT-FILE - WHEN NORMAL,N/A,N/A,N/A,ACCTDAT,ACCT-ID(PIC 9(11))|ACCT-ACTIVE-STATUS(PIC X(1))|ACCT-CURR-BAL(PIC S9(10)V99)|ACCT-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-CASH-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-OPEN-DATE(PIC X(10))|ACCT-EXPIRAION-DATE(PIC X(10))|ACCT-REISSUE-DATE(PIC X(10))|ACCT-CURR-CYC-CREDIT(PIC S9(10)V99)|ACCT-CURR-CYC-DEBIT(PIC S9(10)V99)|ACCT-ADDR-ZIP(PIC X(10))|ACCT-GROUP-ID(PIC X(10))|FILLER(PIC X(178)),File-IO,"ACCOUNT-RECORD,ACCT-CURR-BAL",Rewrites the locked Account Master record with the new decremented balance. WHEN NORMAL continues - the bill-payment cycle is complete.,EXEC CICS REWRITE\n     DATASET   (WS-ACCTDAT-FILE)\n     FROM      (ACCOUNT-RECORD)\n     LENGTH    (LENGTH OF ACCOUNT-RECORD)\n     RESP      (WS-RESP-CD)\n     RESP2     (WS-REAS-CD)\nEND-EXEC\nEVALUATE WS-RESP-CD\n    WHEN DFHRESP(NORMAL)\n        CONTINUE,N/A,377-389,Bill Payment,N/A,Packed-decimal (COMP-3) arithmetic - map to BigDecimal in Java or Decimal in Spark
BR-CBADMCDJ-284,CBADMCDJ,284,COBOL,COBIL00C,UPDATE-ACCTDAT-FILE - WHEN NOTFND/OTHER,N/A,N/A,N/A,ACCTDAT,ACCT-ID(PIC 9(11))|ACCT-ACTIVE-STATUS(PIC X(1))|ACCT-CURR-BAL(PIC S9(10)V99)|ACCT-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-CASH-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-OPEN-DATE(PIC X(10))|ACCT-EXPIRAION-DATE(PIC X(10))|ACCT-REISSUE-DATE(PIC X(10))|ACCT-CURR-CYC-CREDIT(PIC S9(10)V99)|ACCT-CURR-CYC-DEBIT(PIC S9(10)V99)|ACCT-ADDR-ZIP(PIC X(10))|ACCT-GROUP-ID(PIC X(10))|FILLER(PIC X(178)),Error-Handling,N/A,"The not-found branch should not occur on a REWRITE after a successful READ FOR UPDATE, but if it does, errors with ""Account ID NOT found..."". The default catch-all branch displays response/reason codes and errors with ""Unable to Update Account..."". Note: this REWRITE failure leaves the TRANSACT WRITE committed (no SYNCPOINT ROLLBACK) - data inconsistency between transaction record and account balance.",WHEN DFHRESP(NOTFND)\n    MOVE 'Y'     TO WS-ERR-FLG\n    MOVE 'Account ID NOT found...' TO WS-MESSAGE\n    PERFORM SEND-BILLPAY-SCREEN\nWHEN OTHER\n    DISPLAY 'RESP:' WS-RESP-CD 'REAS:' WS-REAS-CD\n    MOVE 'Y'     TO WS-ERR-FLG\n    MOVE 'Unable to Update Account...' TO\n                    WS-MESSAGE\n    PERFORM SEND-BILLPAY-SCREEN,N/A,390-403,Bill Payment,N/A,Multi-file dual-write inconsistency: TRANSACT write committed but ACCTDAT REWRITE failed - introduce explicit SYNCPOINT ROLLBACK or use distributed transaction (Saga); DISPLAY to SYSOUT - replace with structured logging
BR-CBADMCDJ-285,CBADMCDJ,285,COBOL,COBIL00C,READ-CXACAIX-FILE - WHEN NORMAL/NOTFND/OTHER,CXACAIX,XREF-CARD-NUM(PIC X(16))|XREF-CUST-ID(PIC 9(9))|XREF-ACCT-ID(PIC 9(11))|FILLER(PIC X(14)),50,N/A,N/A,File-IO,"XREF-ACCT-ID,CARD-XREF-RECORD","Read the Card Cross-Reference VSAM by account ID alternate index to retrieve the card number associated with the account. The normal-response branch continues. The not-found branch errors ""Account ID NOT found..."" and re-sends. The default catch-all branch displays codes and errors ""Unable to lookup XREF AIX file..."".",EXEC CICS READ\n     DATASET   (WS-CXACAIX-FILE)\n     INTO      (CARD-XREF-RECORD)\n     LENGTH    (LENGTH OF CARD-XREF-RECORD)\n     RIDFLD    (XREF-ACCT-ID)\n     KEYLENGTH (LENGTH OF XREF-ACCT-ID)\n     RESP      (WS-RESP-CD)\n     RESP2     (WS-REAS-CD)\nEND-EXEC\nEVALUATE WS-RESP-CD\n    WHEN DFHRESP(NORMAL) CONTINUE\n    WHEN DFHRESP(NOTFND) MOVE 'Account ID NOT found...'\n    WHEN OTHER ...,N/A,408-436,Bill Payment,N/A,DISPLAY to SYSOUT in WHEN OTHER - replace with structured logging
BR-CBADMCDJ-286,CBADMCDJ,286,COBOL,COBIL00C,STARTBR-TRANSACT-FILE - WHEN NORMAL/NOTFND/OTHER,TRANSACT,TRAN-ID(PIC X(16))|TRAN-TYPE-CD(PIC X(2))|TRAN-CAT-CD(PIC 9(4))|TRAN-SOURCE(PIC X(10))|TRAN-DESC(PIC X(100))|TRAN-AMT(PIC S9(9)V99)|TRAN-MERCHANT-ID(PIC 9(9))|TRAN-MERCHANT-NAME(PIC X(50))|TRAN-MERCHANT-CITY(PIC X(50))|TRAN-MERCHANT-ZIP(PIC X(10))|TRAN-CARD-NUM(PIC X(16))|TRAN-ORIG-TS(PIC X(26))|TRAN-PROC-TS(PIC X(26))|FILLER(PIC X(20)),350,N/A,N/A,File-IO,TRAN-ID,"Establish browse positioning on TRANSACT for the max-tran-id lookup. The normal-response branch continues. The not-found branch errors ""Transaction ID NOT found..."" - this should never happen with HIGH-VALUES key but is defensively handled. The default catch-all branch displays codes and errors ""Unable to lookup Transaction..."".",EXEC CICS STARTBR\n     DATASET   (WS-TRANSACT-FILE)\n     RIDFLD    (TRAN-ID)\n     KEYLENGTH (LENGTH OF TRAN-ID)\n     RESP      (WS-RESP-CD)\n     RESP2     (WS-REAS-CD)\nEND-EXEC\nEVALUATE WS-RESP-CD\n    WHEN DFHRESP(NORMAL) CONTINUE\n    WHEN DFHRESP(NOTFND)\n        MOVE 'Transaction ID NOT found...'\n    WHEN OTHER ...,N/A,441-467,Bill Payment,N/A,DISPLAY to SYSOUT in WHEN OTHER - replace with structured logging
